1682490127.931256 server started (70581): version 3.3a, socket /private/tmp/tmux-501/default, protocol 8
1682490127.931276 on Darwin 22.4.0 Darwin Kernel Version 22.4.0: Mon Mar  6 20:59:28 PST 2023; root:xnu-8796.101.5~3/RELEASE_ARM64_T6000
1682490127.931283 using libevent 2.1.12-stable (select); utf8proc 2.8.0; ncurses 6.4
1682490127.931441 input_key_build: 0x10e003 (PasteStart) is \033[200~
1682490127.931723 input_key_build: 0x40000010e196 (S-F2) is \033[1;2Q
1682490127.931725 input_key_build: 0x40000010e197 (S-F3) is \033[1;2R
1682490127.931727 input_key_build: 0x40000010e198 (S-F4) is \033[1;2S
1682490127.931730 input_key_build: 0x40000010e199 (S-F5) is \033[15;2~
1682490127.931732 input_key_build: 0x40000010e19a (S-F6) is \033[17;2~
1682490127.931734 input_key_build: 0x40000010e19b (S-F7) is \033[18;2~
1682490127.931737 input_key_build: 0x40000010e19c (S-F8) is \033[19;2~
1682490127.931739 input_key_build: 0x40000010e19d (S-F9) is \033[20;2~
1682490127.931741 input_key_build: 0x40000010e19e (S-F10) is \033[21;2~
1682490127.931744 input_key_build: 0x40000010e19f (S-F11) is \033[23;2~
1682490127.931746 input_key_build: 0x40000010e1a0 (S-F12) is \033[24;2~
1682490127.931749 input_key_build: 0x40000010e1a1 (S-IC) is \033[2;2~
1682490127.931751 input_key_build: 0x40000010e1a2 (S-DC) is \033[3;2~
1682490127.931753 input_key_build: 0x40000010e1a3 (S-Home) is \033[1;2H
1682490127.931756 input_key_build: 0x40000010e1a4 (S-End) is \033[1;2F
1682490127.931758 input_key_build: 0x40000010e1a5 (S-NPage) is \033[6;2~
1682490127.931760 input_key_build: 0x40000010e1a6 (S-PPage) is \033[5;2~
1682490127.931763 input_key_build: 0x40000010e1a8 (S-Up) is \033[1;2A
1682490127.931765 input_key_build: 0x40000010e1a9 (S-Down) is \033[1;2B
1682490127.931768 input_key_build: 0x40000010e1aa (S-Left) is \033[1;2D
1682490127.931770 input_key_build: 0x40000010e1ab (S-Right) is \033[1;2C
1682490127.931772 input_key_build: 0x60000010e195 (C-S-F1) is \033[1;6P
1682490127.931775 input_key_build: 0x60000010e196 (C-S-F2) is \033[1;6Q
1682490127.931777 input_key_build: 0x60000010e197 (C-S-F3) is \033[1;6R
1682490127.931779 input_key_build: 0x60000010e198 (C-S-F4) is \033[1;6S
1682490127.931782 input_key_build: 0x60000010e199 (C-S-F5) is \033[15;6~
1682490127.931784 input_key_build: 0x60000010e19a (C-S-F6) is \033[17;6~
1682490127.931787 input_key_build: 0x60000010e19b (C-S-F7) is \033[18;6~
1682490127.931789 input_key_build: 0x60000010e19c (C-S-F8) is \033[19;6~
1682490127.931791 input_key_build: 0x60000010e19d (C-S-F9) is \033[20;6~
1682490127.931794 input_key_build: 0x60000010e19e (C-S-F10) is \033[21;6~
1682490127.931796 input_key_build: 0x60000010e19f (C-S-F11) is \033[23;6~
1682490127.931799 input_key_build: 0x60000010e1a0 (C-S-F12) is \033[24;6~
1682490127.931801 input_key_build: 0x60000010e1a1 (C-S-IC) is \033[2;6~
1682490127.931803 input_key_build: 0x60000010e1a2 (C-S-DC) is \033[3;6~
1682490127.931806 input_key_build: 0x60000010e1a3 (C-S-Home) is \033[1;6H
1682490127.931808 input_key_build: 0x60000010e1a4 (C-S-End) is \033[1;6F
1682490127.931811 input_key_build: 0x60000010e1a5 (C-S-NPage) is \033[6;6~
1682490127.931813 input_key_build: 0x60000010e1a6 (C-S-PPage) is \033[5;6~
1682490127.931816 input_key_build: 0x60000010e1a8 (C-S-Up) is \033[1;6A
1682490127.931818 input_key_build: 0x60000010e1a9 (C-S-Down) is \033[1;6B
1682490127.931820 input_key_build: 0x60000010e1aa (C-S-Left) is \033[1;6D
1682490127.931823 input_key_build: 0x60000010e1ab (C-S-Right) is \033[1;6C
1682490127.931825 input_key_build: 0x200000010e1ac (KP/[K]) is \033Oo
1682490127.931828 input_key_build: 0x200000010e1ad (KP*[K]) is \033Oj
1682490127.931830 input_key_build: 0x200000010e1ae (KP-[K]) is \033Om
1682490127.931833 input_key_build: 0x200000010e1af (KP7[K]) is \033Ow
1682490127.931835 input_key_build: 0x200000010e1b0 (KP8[K]) is \033Ox
1682490127.931837 input_key_build: 0x200000010e1b1 (KP9[K]) is \033Oy
1682490127.931840 input_key_build: 0x200000010e1b2 (KP+[K]) is \033Ok
1682490127.931842 input_key_build: 0x200000010e1b3 (KP4[K]) is \033Ot
1682490127.931845 input_key_build: 0x200000010e1b4 (KP5[K]) is \033Ou
1682490127.931847 input_key_build: 0x200000010e1b5 (KP6[K]) is \033Ov
1682490127.931854 input_key_build: 0x200000010e1b6 (KP1[K]) is \033Oq
1682490127.931856 input_key_build: 0x200000010e1b7 (KP2[K]) is \033Or
1682490127.931859 input_key_build: 0x200000010e1b8 (KP3[K]) is \033Os
1682490127.931861 input_key_build: 0x200000010e1b9 (KPEnter[K]) is \033OM
1682490127.931864 input_key_build: 0x200000010e1ba (KP0[K]) is \033Op
1682490127.931866 input_key_build: 0x200000010e1bb (KP.[K]) is \033On
1682490127.931868 input_key_build: 0x400000010e1a8 (Up[C]) is \033OA
1682490127.931871 input_key_build: 0x400000010e1a9 (Down[C]) is \033OB
1682490127.931873 input_key_build: 0x400000010e1aa (Left[C]) is \033OD
1682490127.931876 input_key_build: 0x400000010e1ab (Right[C]) is \033OC
1682490127.931878 input_key_build: 0x810000010e195 (M-F1[I]) is \033[1;3P
1682490127.931881 input_key_build: 0x810000010e196 (M-F2[I]) is \033[1;3Q
1682490127.931883 input_key_build: 0x810000010e197 (M-F3[I]) is \033[1;3R
1682490127.931885 input_key_build: 0x810000010e198 (M-F4[I]) is \033[1;3S
1682490127.931888 input_key_build: 0x810000010e199 (M-F5[I]) is \033[15;3~
1682490127.931890 input_key_build: 0x810000010e19a (M-F6[I]) is \033[17;3~
1682490127.931893 input_key_build: 0x810000010e19b (M-F7[I]) is \033[18;3~
1682490127.931895 input_key_build: 0x810000010e19c (M-F8[I]) is \033[19;3~
1682490127.931898 input_key_build: 0x810000010e19d (M-F9[I]) is \033[20;3~
1682490127.931900 input_key_build: 0x810000010e19e (M-F10[I]) is \033[21;3~
1682490127.931902 input_key_build: 0x810000010e19f (M-F11[I]) is \033[23;3~
1682490127.931905 input_key_build: 0x810000010e1a0 (M-F12[I]) is \033[24;3~
1682490127.931907 input_key_build: 0x810000010e1a1 (M-IC[I]) is \033[2;3~
1682490127.931910 input_key_build: 0x810000010e1a2 (M-DC[I]) is \033[3;3~
1682490127.931912 input_key_build: 0x810000010e1a3 (M-Home[I]) is \033[1;3H
1682490127.931915 input_key_build: 0x810000010e1a4 (M-End[I]) is \033[1;3F
1682490127.931917 input_key_build: 0x810000010e1a5 (M-NPage[I]) is \033[6;3~
1682490127.931920 input_key_build: 0x810000010e1a6 (M-PPage[I]) is \033[5;3~
1682490127.931922 input_key_build: 0x810000010e1a8 (M-Up[I]) is \033[1;3A
1682490127.931925 input_key_build: 0x810000010e1a9 (M-Down[I]) is \033[1;3B
1682490127.931927 input_key_build: 0x810000010e1aa (M-Left[I]) is \033[1;3D
1682490127.931930 input_key_build: 0x810000010e1ab (M-Right[I]) is \033[1;3C
1682490127.931932 input_key_build: 0x830000010e195 (C-M-F1[I]) is \033[1;7P
1682490127.931934 input_key_build: 0x830000010e196 (C-M-F2[I]) is \033[1;7Q
1682490127.931937 input_key_build: 0x830000010e197 (C-M-F3[I]) is \033[1;7R
1682490127.931939 input_key_build: 0x830000010e198 (C-M-F4[I]) is \033[1;7S
1682490127.931942 input_key_build: 0x830000010e199 (C-M-F5[I]) is \033[15;7~
1682490127.931944 input_key_build: 0x830000010e19a (C-M-F6[I]) is \033[17;7~
1682490127.931946 input_key_build: 0x830000010e19b (C-M-F7[I]) is \033[18;7~
1682490127.931949 input_key_build: 0x830000010e19c (C-M-F8[I]) is \033[19;7~
1682490127.931951 input_key_build: 0x830000010e19d (C-M-F9[I]) is \033[20;7~
1682490127.931954 input_key_build: 0x830000010e19e (C-M-F10[I]) is \033[21;7~
1682490127.931956 input_key_build: 0x830000010e19f (C-M-F11[I]) is \033[23;7~
1682490127.931959 input_key_build: 0x830000010e1a0 (C-M-F12[I]) is \033[24;7~
1682490127.931961 input_key_build: 0x830000010e1a1 (C-M-IC[I]) is \033[2;7~
1682490127.931964 input_key_build: 0x830000010e1a2 (C-M-DC[I]) is \033[3;7~
1682490127.931966 input_key_build: 0x830000010e1a3 (C-M-Home[I]) is \033[1;7H
1682490127.931969 input_key_build: 0x830000010e1a4 (C-M-End[I]) is \033[1;7F
1682490127.931971 input_key_build: 0x830000010e1a5 (C-M-NPage[I]) is \033[6;7~
1682490127.931974 input_key_build: 0x830000010e1a6 (C-M-PPage[I]) is \033[5;7~
1682490127.931976 input_key_build: 0x830000010e1a8 (C-M-Up[I]) is \033[1;7A
1682490127.931978 input_key_build: 0x830000010e1a9 (C-M-Down[I]) is \033[1;7B
1682490127.931981 input_key_build: 0x830000010e1aa (C-M-Left[I]) is \033[1;7D
1682490127.931983 input_key_build: 0x830000010e1ab (C-M-Right[I]) is \033[1;7C
1682490127.931986 input_key_build: 0x850000010e195 (M-S-F1[I]) is \033[1;4P
1682490127.931992 input_key_build: 0x850000010e196 (M-S-F2[I]) is \033[1;4Q
1682490127.931994 input_key_build: 0x850000010e197 (M-S-F3[I]) is \033[1;4R
1682490127.931997 input_key_build: 0x850000010e198 (M-S-F4[I]) is \033[1;4S
1682490127.931999 input_key_build: 0x850000010e199 (M-S-F5[I]) is \033[15;4~
1682490127.932002 input_key_build: 0x850000010e19a (M-S-F6[I]) is \033[17;4~
1682490127.932004 input_key_build: 0x850000010e19b (M-S-F7[I]) is \033[18;4~
1682490127.932007 input_key_build: 0x850000010e19c (M-S-F8[I]) is \033[19;4~
1682490127.932009 input_key_build: 0x850000010e19d (M-S-F9[I]) is \033[20;4~
1682490127.932011 input_key_build: 0x850000010e19e (M-S-F10[I]) is \033[21;4~
1682490127.932014 input_key_build: 0x850000010e19f (M-S-F11[I]) is \033[23;4~
1682490127.932016 input_key_build: 0x850000010e1a0 (M-S-F12[I]) is \033[24;4~
1682490127.932019 input_key_build: 0x850000010e1a1 (M-S-IC[I]) is \033[2;4~
1682490127.932021 input_key_build: 0x850000010e1a2 (M-S-DC[I]) is \033[3;4~
1682490127.932024 input_key_build: 0x850000010e1a3 (M-S-Home[I]) is \033[1;4H
1682490127.932026 input_key_build: 0x850000010e1a4 (M-S-End[I]) is \033[1;4F
1682490127.932029 input_key_build: 0x850000010e1a5 (M-S-NPage[I]) is \033[6;4~
1682490127.932031 input_key_build: 0x850000010e1a6 (M-S-PPage[I]) is \033[5;4~
1682490127.932033 input_key_build: 0x850000010e1a8 (M-S-Up[I]) is \033[1;4A
1682490127.932036 input_key_build: 0x850000010e1a9 (M-S-Down[I]) is \033[1;4B
1682490127.932038 input_key_build: 0x850000010e1aa (M-S-Left[I]) is \033[1;4D
1682490127.932041 input_key_build: 0x850000010e1ab (M-S-Right[I]) is \033[1;4C
1682490127.932043 input_key_build: 0x870000010e195 (C-M-S-F1[I]) is \033[1;8P
1682490127.932046 input_key_build: 0x870000010e196 (C-M-S-F2[I]) is \033[1;8Q
1682490127.932048 input_key_build: 0x870000010e197 (C-M-S-F3[I]) is \033[1;8R
1682490127.932050 input_key_build: 0x870000010e198 (C-M-S-F4[I]) is \033[1;8S
1682490127.932053 input_key_build: 0x870000010e199 (C-M-S-F5[I]) is \033[15;8~
1682490127.932055 input_key_build: 0x870000010e19a (C-M-S-F6[I]) is \033[17;8~
1682490127.932058 input_key_build: 0x870000010e19b (C-M-S-F7[I]) is \033[18;8~
1682490127.932060 input_key_build: 0x870000010e19c (C-M-S-F8[I]) is \033[19;8~
1682490127.932062 input_key_build: 0x870000010e19d (C-M-S-F9[I]) is \033[20;8~
1682490127.932065 input_key_build: 0x870000010e19e (C-M-S-F10[I]) is \033[21;8~
1682490127.932067 input_key_build: 0x870000010e19f (C-M-S-F11[I]) is \033[23;8~
1682490127.932070 input_key_build: 0x870000010e1a0 (C-M-S-F12[I]) is \033[24;8~
1682490127.932072 input_key_build: 0x870000010e1a1 (C-M-S-IC[I]) is \033[2;8~
1682490127.932074 input_key_build: 0x870000010e1a2 (C-M-S-DC[I]) is \033[3;8~
1682490127.932077 input_key_build: 0x870000010e1a3 (C-M-S-Home[I]) is \033[1;8H
1682490127.932079 input_key_build: 0x870000010e1a4 (C-M-S-End[I]) is \033[1;8F
1682490127.932082 input_key_build: 0x870000010e1a5 (C-M-S-NPage[I]) is \033[6;8~
1682490127.932084 input_key_build: 0x870000010e1a6 (C-M-S-PPage[I]) is \033[5;8~
1682490127.932087 input_key_build: 0x870000010e1a8 (C-M-S-Up[I]) is \033[1;8A
1682490127.932090 input_key_build: 0x870000010e1a9 (C-M-S-Down[I]) is \033[1;8B
1682490127.932092 input_key_build: 0x870000010e1aa (C-M-S-Left[I]) is \033[1;8D
1682490127.932094 input_key_build: 0x870000010e1ab (C-M-S-Right[I]) is \033[1;8C
1682490127.932171 yylex_token: bind
1682490127.932175 yylex_token: -N
1682490127.932179 yylex_token: Send the prefix key
1682490127.932182 yylex_token: C-b
1682490127.932185 yylex_token: send-prefix
1682490127.932199 cmd_parse_build_commands 0:0: bind
1682490127.932202 cmd_parse_build_commands 0:1: -N
1682490127.932205 cmd_parse_build_commands 0:2: Send the prefix key
1682490127.932207 cmd_parse_build_commands 0:3: C-b
1682490127.932209 cmd_parse_build_commands 0:4 0:0: send-prefix
1682490127.932229 cmd_parse_build_commands 0:0: send-prefix
1682490127.932235 args_parse: flags end at 1 of 1
1682490127.932240 cmd_parse_build_commands: send-prefix
1682490127.932243 args_parse: -N = Send the prefix key
1682490127.932251 args_parse: flags end at 3 of 5
1682490127.932254 args_parse: 3 = C-b (type 1)
1682490127.932257 args_parse: 4 = send-prefix (type 2)
1682490127.932313 cmd_parse_build_commands: bind-key -N "Send the prefix key" C-b { send-prefix }
1682490127.932329 cmdq_get_command: [bind-key/0x12c007800] group 2
1682490127.932332 cmdq_append <global>: [bind-key/0x12c007800]
1682490127.932335 yylex_token: bind
1682490127.932338 yylex_token: -N
1682490127.932341 yylex_token: Rotate through the panes
1682490127.932344 yylex_token: C-o
1682490127.932347 yylex_token: rotate-window
1682490127.932352 cmd_parse_build_commands 0:0: bind
1682490127.932355 cmd_parse_build_commands 0:1: -N
1682490127.932357 cmd_parse_build_commands 0:2: Rotate through the panes
1682490127.932359 cmd_parse_build_commands 0:3: C-o
1682490127.932362 cmd_parse_build_commands 0:4 0:0: rotate-window
1682490127.932366 cmd_parse_build_commands 0:0: rotate-window
1682490127.932369 args_parse: flags end at 1 of 1
1682490127.932372 cmd_parse_build_commands: rotate-window
1682490127.932375 args_parse: -N = Rotate through the panes
1682490127.932377 args_parse: flags end at 3 of 5
1682490127.932380 args_parse: 3 = C-o (type 1)
1682490127.932383 args_parse: 4 = rotate-window (type 2)
1682490127.932390 cmd_parse_build_commands: bind-key -N "Rotate through the panes" C-o { rotate-window }
1682490127.932394 cmdq_get_command: [bind-key/0x12c008180] group 10
1682490127.932396 cmdq_append <global>: [bind-key/0x12c008180]
1682490127.932399 yylex_token: bind
1682490127.932401 yylex_token: -N
1682490127.932405 yylex_token: Suspend the current client
1682490127.932407 yylex_token: C-z
1682490127.932410 yylex_token: suspend-client
1682490127.932413 cmd_parse_build_commands 0:0: bind
1682490127.932415 cmd_parse_build_commands 0:1: -N
1682490127.932418 cmd_parse_build_commands 0:2: Suspend the current client
1682490127.932420 cmd_parse_build_commands 0:3: C-z
1682490127.932422 cmd_parse_build_commands 0:4 0:0: suspend-client
1682490127.932426 cmd_parse_build_commands 0:0: suspend-client
1682490127.932429 args_parse: flags end at 1 of 1
1682490127.932433 cmd_parse_build_commands: suspend-client
1682490127.932435 args_parse: -N = Suspend the current client
1682490127.932437 args_parse: flags end at 3 of 5
1682490127.932440 args_parse: 3 = C-z (type 1)
1682490127.932443 args_parse: 4 = suspend-client (type 2)
1682490127.932450 cmd_parse_build_commands: bind-key -N "Suspend the current client" C-z { suspend-client }
1682490127.932454 cmdq_get_command: [bind-key/0x12c008560] group 18
1682490127.932456 cmdq_append <global>: [bind-key/0x12c008560]
1682490127.932459 yylex_token: bind
1682490127.932461 yylex_token: -N
1682490127.932464 yylex_token: Select next layout
1682490127.932466 yylex_token: Space
1682490127.932469 yylex_token: next-layout
1682490127.932472 cmd_parse_build_commands 0:0: bind
1682490127.932474 cmd_parse_build_commands 0:1: -N
1682490127.932477 cmd_parse_build_commands 0:2: Select next layout
1682490127.932479 cmd_parse_build_commands 0:3: Space
1682490127.932482 cmd_parse_build_commands 0:4 0:0: next-layout
1682490127.932485 cmd_parse_build_commands 0:0: next-layout
1682490127.932488 args_parse: flags end at 1 of 1
1682490127.932491 cmd_parse_build_commands: next-layout
1682490127.932494 args_parse: -N = Select next layout
1682490127.932496 args_parse: flags end at 3 of 5
1682490127.932498 args_parse: 3 = Space (type 1)
1682490127.932501 args_parse: 4 = next-layout (type 2)
1682490127.932508 cmd_parse_build_commands: bind-key -N "Select next layout" Space { next-layout }
1682490127.932512 cmdq_get_command: [bind-key/0x12c008730] group 26
1682490127.932514 cmdq_append <global>: [bind-key/0x12c008730]
1682490127.932517 yylex_token: bind
1682490127.932519 yylex_token: -N
1682490127.932523 yylex_token: Break pane to a new window
1682490127.932525 yylex_token: !
1682490127.932528 yylex_token: break-pane
1682490127.932531 cmd_parse_build_commands 0:0: bind
1682490127.932533 cmd_parse_build_commands 0:1: -N
1682490127.932535 cmd_parse_build_commands 0:2: Break pane to a new window
1682490127.932541 cmd_parse_build_commands 0:3: !
1682490127.932544 cmd_parse_build_commands 0:4 0:0: break-pane
1682490127.932547 cmd_parse_build_commands 0:0: break-pane
1682490127.932550 args_parse: flags end at 1 of 1
1682490127.932553 cmd_parse_build_commands: break-pane
1682490127.932555 args_parse: -N = Break pane to a new window
1682490127.932558 args_parse: flags end at 3 of 5
1682490127.932560 args_parse: 3 = ! (type 1)
1682490127.932563 args_parse: 4 = break-pane (type 2)
1682490127.932569 cmd_parse_build_commands: bind-key -N "Break pane to a new window" ! { break-pane }
1682490127.932573 cmdq_get_command: [bind-key/0x12c008d40] group 34
1682490127.932576 cmdq_append <global>: [bind-key/0x12c008d40]
1682490127.932578 yylex_token: bind
1682490127.932581 yylex_token: -N
1682490127.932584 yylex_token: Split window vertically
1682490127.932586 yylex_token: "
1682490127.932589 yylex_token: split-window
1682490127.932592 cmd_parse_build_commands 0:0: bind
1682490127.932594 cmd_parse_build_commands 0:1: -N
1682490127.932596 cmd_parse_build_commands 0:2: Split window vertically
1682490127.932599 cmd_parse_build_commands 0:3: "
1682490127.932601 cmd_parse_build_commands 0:4 0:0: split-window
1682490127.932605 cmd_parse_build_commands 0:0: split-window
1682490127.932608 args_parse: flags end at 1 of 1
1682490127.932611 cmd_parse_build_commands: split-window
1682490127.932614 args_parse: -N = Split window vertically
1682490127.932616 args_parse: flags end at 3 of 5
1682490127.932618 args_parse: 3 = " (type 1)
1682490127.932621 args_parse: 4 = split-window (type 2)
1682490127.932628 cmd_parse_build_commands: bind-key -N "Split window vertically" \\" { split-window }
1682490127.932631 cmdq_get_command: [bind-key/0x12c0092d0] group 42
1682490127.932634 cmdq_append <global>: [bind-key/0x12c0092d0]
1682490127.932636 yylex_token: bind
1682490127.932638 yylex_token: -N
1682490127.932642 yylex_token: List all paste buffers
1682490127.932644 yylex_token: #
1682490127.932647 yylex_token: list-buffers
1682490127.932649 cmd_parse_build_commands 0:0: bind
1682490127.932652 cmd_parse_build_commands 0:1: -N
1682490127.932654 cmd_parse_build_commands 0:2: List all paste buffers
1682490127.932657 cmd_parse_build_commands 0:3: #
1682490127.932659 cmd_parse_build_commands 0:4 0:0: list-buffers
1682490127.932663 cmd_parse_build_commands 0:0: list-buffers
1682490127.932666 args_parse: flags end at 1 of 1
1682490127.932669 cmd_parse_build_commands: list-buffers
1682490127.932671 args_parse: -N = List all paste buffers
1682490127.932673 args_parse: flags end at 3 of 5
1682490127.932676 args_parse: 3 = # (type 1)
1682490127.932678 args_parse: 4 = list-buffers (type 2)
1682490127.932685 cmd_parse_build_commands: bind-key -N "List all paste buffers" \\# { list-buffers }
1682490127.932688 cmdq_get_command: [bind-key/0x12c008fa0] group 50
1682490127.932691 cmdq_append <global>: [bind-key/0x12c008fa0]
1682490127.932693 yylex_token: bind
1682490127.932696 yylex_token: -N
1682490127.932699 yylex_token: Rename current session
1682490127.932701 yylex_token: $
1682490127.932704 yylex_token: command-prompt
1682490127.932706 yylex_token: -I#S
1682490127.932709 yylex_token: rename-session
1682490127.932711 yylex_token: --
1682490127.932713 yylex_token: %%
1682490127.932717 cmd_parse_build_commands 0:0: bind
1682490127.932719 cmd_parse_build_commands 0:1: -N
1682490127.932721 cmd_parse_build_commands 0:2: Rename current session
1682490127.932724 cmd_parse_build_commands 0:3: $
1682490127.932726 cmd_parse_build_commands 0:4 0:0: command-prompt
1682490127.932728 cmd_parse_build_commands 0:4 0:1: -I#S
1682490127.932731 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1682490127.932733 cmd_parse_build_commands 0:4 0:2 0:1: --
1682490127.932736 cmd_parse_build_commands 0:4 0:2 0:2: %%
1682490127.932739 cmd_parse_build_commands 0:0: command-prompt
1682490127.932741 cmd_parse_build_commands 0:1: -I#S
1682490127.932744 cmd_parse_build_commands 0:2 0:0: rename-session
1682490127.932746 cmd_parse_build_commands 0:2 0:1: --
1682490127.932749 cmd_parse_build_commands 0:2 0:2: %%
1682490127.932755 cmd_parse_build_commands 0:0: rename-session
1682490127.932758 cmd_parse_build_commands 0:1: --
1682490127.932760 cmd_parse_build_commands 0:2: %%
1682490127.932763 args_parse: flags end at 2 of 3
1682490127.932766 args_parse: 2 = %% (type 1)
1682490127.932770 cmd_parse_build_commands: rename-session "%%"
1682490127.932773 args_parse: -I = #S
1682490127.932775 args_parse: flags end at 2 of 3
1682490127.932778 args_parse: 2 = rename-session "%%" (type 2)
1682490127.932784 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1682490127.932787 args_parse: -N = Rename current session
1682490127.932789 args_parse: flags end at 3 of 5
1682490127.932792 args_parse: 3 = $ (type 1)
1682490127.932800 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type 2)
1682490127.932808 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1682490127.932813 cmdq_get_command: [bind-key/0x12c009930] group 58
1682490127.932815 cmdq_append <global>: [bind-key/0x12c009930]
1682490127.932818 yylex_token: bind
1682490127.932820 yylex_token: -N
1682490127.932823 yylex_token: Split window horizontally
1682490127.932826 yylex_get_word: %
1682490127.932828 yylex_token: split-window
1682490127.932831 yylex_token: -h
1682490127.932833 cmd_parse_build_commands 0:0: bind
1682490127.932836 cmd_parse_build_commands 0:1: -N
